student_id,name,subject,marks,result
508,Student_127,English,66,Pass
509,Student_128,Maths,86,Pass
510,Student_128,Physics,77,Pass
511,Student_128,Chemistry,51,Pass
512,Student_128,English,69,Pass
513,Student_129,Maths,63,Pass
514,Student_129,Physics,32,Fail
515,Student_129,Chemistry,34,Fail
516,Student_129,English,80,Pass
517,Student_130,Maths,45,Pass
518,Student_130,Physics,22,Fail
519,Student_130,Chemistry,85,Pass
520,Student_130,English,100,Pass
521,Student_131,Maths,95,Pass
522,Student_131,Physics,71,Pass
523,Student_131,Chemistry,68,Pass
524,Student_131,English,43,Pass
525,Student_132,Maths,84,Pass
526,Student_132,Physics,34,Fail
527,Student_132,Chemistry,86,Pass
528,Student_132,English,40,Pass
529,Student_133,Maths,72,Pass
530,Student_133,Physics,69,Pass
531,Student_133,Chemistry,89,Pass
532,Student_133,English,62,Pass
533,Student_134,Maths,34,Fail
534,Student_134,Physics,71,Pass
535,Student_134,Chemistry,55,Pass
536,Student_134,English,64,Pass
537,Student_135,Maths,49,Pass
538,Student_135,Physics,65,Pass
539,Student_135,Chemistry,28,Fail
540,Student_135,English,41,Pass
541,Student_136,Maths,30,Fail
542,Student_136,Physics,46,Pass
543,Student_136,Chemistry,65,Pass
544,Student_136,English,77,Pass
545,Student_137,Maths,47,Pass
546,Student_137,Physics,63,Pass
547,Student_137,Chemistry,62,Pass
548,Student_137,English,94,Pass
549,Student_138,Maths,37,Pass
550,Student_138,Physics,87,Pass
551,Student_138,Chemistry,91,Pass
552,Student_138,English,34,Fail
553,Student_139,Maths,55,Pass
554,Student_139,Physics,27,Fail
555,Student_139,Chemistry,57,Pass
556,Student_139,English,38,Pass
557,Student_140,Maths,83,Pass
558,Student_140,Physics,43,Pass
559,Student_140,Chemistry,26,Fail
560,Student_140,English,49,Pass
561,Student_141,Maths,100,Pass
562,Student_141,Physics,44,Pass
563,Student_141,Chemistry,45,Pass
564,Student_141,English,41,Pass
565,Student_142,Maths,76,Pass
566,Student_142,Physics,89,Pass
567,Student_142,Chemistry,74,Pass
568,Student_142,English,88,Pass
569,Student_143,Maths,97,Pass
570,Student_143,Physics,99,Pass
571,Student_143,Chemistry,30,Fail
572,Student_143,English,39,Pass
573,Student_144,Maths,88,Pass
574,Student_144,Physics,57,Pass
575,Student_144,Chemistry,23,Fail
576,Student_144,English,97,Pass
577,Student_145,Maths,89,Pass
578,Student_145,Physics,60,Pass
579,Student_145,Chemistry,90,Pass
580,Student_145,English,99,Pass
581,Student_146,Maths,98,Pass
582,Student_146,Physics,97,Pass
583,Student_146,Chemistry,32,Fail
584,Student_146,English,77,Pass
585,Student_147,Maths,67,Pass
586,Student_147,Physics,72,Pass
587,Student_147,Chemistry,48,Pass
588,Student_147,English,73,Pass
589,Student_148,Maths,84,Pass
590,Student_148,Physics,68,Pass
591,Student_148,Chemistry,40,Pass
592,Student_148,English,79,Pass
593,Student_149,Maths,64,Pass
594,Student_149,Physics,20,Fail
595,Student_149,Chemistry,38,Pass
596,Student_149,English,36,Pass
597,Student_150,Maths,59,Pass
598,Student_150,Physics,65,Pass
599,Student_150,Chemistry,100,Pass
600,Student_150,English,20,Fail
601,Student_151,Maths,30,Fail
602,Student_151,Physics,76,Pass
603,Student_151,Chemistry,33,Fail
604,Student_151,English,95,Pass
605,Student_152,Maths,21,Fail
606,Student_152,Physics,36,Pass
607,Student_152,Chemistry,46,Pass
608,Student_152,English,55,Pass
609,Student_153,Maths,47,Pass
610,Student_153,Physics,77,Pass
611,Student_153,Chemistry,24,Fail
612,Student_153,English,28,Fail
613,Student_154,Maths,24,Fail
614,Student_154,Physics,23,Fail
615,Student_154,Chemistry,22,Fail
616,Student_154,English,51,Pass
617,Student_155,Maths,71,Pass
618,Student_155,Physics,42,Pass
619,Student_155,Chemistry,47,Pass
620,Student_155,English,48,Pass
621,Student_156,Maths,56,Pass
622,Student_156,Physics,100,Pass
623,Student_156,Chemistry,30,Fail
624,Student_156,English,56,Pass
625,Student_157,Maths,90,Pass
626,Student_157,Physics,56,Pass
627,Student_157,Chemistry,60,Pass
628,Student_157,English,56,Pass
629,Student_158,Maths,42,Pass
630,Student_158,Physics,60,Pass
631,Student_158,Chemistry,70,Pass
632,Student_158,English,79,Pass
633,Student_159,Maths,37,Pass
634,Student_159,Physics,76,Pass
635,Student_159,Chemistry,27,Fail
636,Student_159,English,51,Pass
637,Student_160,Maths,34,Fail
638,Student_160,Physics,62,Pass
639,Student_160,Chemistry,21,Fail
640,Student_160,English,47,Pass
641,Student_161,Maths,92,Pass
642,Student_161,Physics,87,Pass
643,Student_161,Chemistry,87,Pass
644,Student_161,English,67,Pass
645,Student_162,Maths,29,Fail
646,Student_162,Physics,43,Pass
647,Student_162,Chemistry,36,Pass
648,Student_162,English,65,Pass
649,Student_163,Maths,80,Pass
650,Student_163,Physics,53,Pass
651,Student_163,Chemistry,36,Pass
652,Student_163,English,23,Fail
653,Student_164,Maths,94,Pass
654,Student_164,Physics,79,Pass
655,Student_164,Chemistry,71,Pass
656,Student_164,English,29,Fail
657,Student_165,Maths,97,Pass
658,Student_165,Physics,76,Pass
659,Student_165,Chemistry,79,Pass
660,Student_165,English,52,Pass
661,Student_166,Maths,81,Pass
662,Student_166,Physics,92,Pass
663,Student_166,Chemistry,43,Pass
664,Student_166,English,49,Pass
665,Student_167,Maths,20,Fail
666,Student_167,Physics,89,Pass
667,Student_167,Chemistry,44,Pass
668,Student_167,English,98,Pass
669,Student_168,Maths,98,Pass
670,Student_168,Physics,37,Pass
671,Student_168,Chemistry,59,Pass
672,Student_168,English,55,Pass
673,Student_169,Maths,81,Pass
674,Student_169,Physics,26,Fail
675,Student_169,Chemistry,26,Fail
676,Student_169,English,50,Pass
677,Student_170,Maths,42,Pass
678,Student_170,Physics,22,Fail
679,Student_170,Chemistry,87,Pass
680,Student_170,English,92,Pass
681,Student_171,Maths,34,Fail
682,Student_171,Physics,32,Fail
683,Student_171,Chemistry,70,Pass
684,Student_171,English,70,Pass
685,Student_172,Maths,35,Pass
686,Student_172,Physics,99,Pass
687,Student_172,Chemistry,62,Pass
688,Student_172,English,25,Fail
689,Student_173,Maths,23,Fail
690,Student_173,Physics,24,Fail
691,Student_173,Chemistry,66,Pass
692,Student_173,English,74,Pass
693,Student_174,Maths,47,Pass
694,Student_174,Physics,84,Pass
695,Student_174,Chemistry,29,Fail
696,Student_174,English,44,Pass
697,Student_175,Maths,48,Pass
698,Student_175,Physics,94,Pass
699,Student_175,Chemistry,97,Pass
700,Student_175,English,28,Fail
701,Student_176,Maths,39,Pass
702,Student_176,Physics,60,Pass
703,Student_176,Chemistry,83,Pass
704,Student_176,English,51,Pass
705,Student_177,Maths,22,Fail
706,Student_177,Physics,74,Pass
707,Student_177,Chemistry,99,Pass
708,Student_177,English,23,Fail
709,Student_178,Maths,83,Pass
710,Student_178,Physics,94,Pass
711,Student_178,Chemistry,74,Pass
712,Student_178,English,98,Pass
713,Student_179,Maths,45,Pass
714,Student_179,Physics,77,Pass
715,Student_179,Chemistry,44,Pass
716,Student_179,English,42,Pass
717,Student_180,Maths,71,Pass
718,Student_180,Physics,33,Fail
719,Student_180,Chemistry,90,Pass
720,Student_180,English,41,Pass
721,Student_181,Maths,61,Pass
722,Student_181,Physics,87,Pass
723,Student_181,Chemistry,59,Pass
724,Student_181,English,42,Pass
725,Student_182,Maths,44,Pass
726,Student_182,Physics,60,Pass
727,Student_182,Chemistry,77,Pass
728,Student_182,English,60,Pass
729,Student_183,Maths,75,Pass
730,Student_183,Physics,58,Pass
731,Student_183,Chemistry,79,Pass
732,Student_183,English,73,Pass
733,Student_184,Maths,83,Pass
734,Student_184,Physics,50,Pass
735,Student_184,Chemistry,36,Pass
736,Student_184,English,46,Pass
737,Student_185,Maths,87,Pass
738,Student_185,Physics,39,Pass
739,Student_185,Chemistry,30,Fail
740,Student_185,English,21,Fail
741,Student_186,Maths,48,Pass
742,Student_186,Physics,71,Pass
743,Student_186,Chemistry,75,Pass
744,Student_186,English,73,Pass
745,Student_187,Maths,41,Pass
746,Student_187,Physics,87,Pass
747,Student_187,Chemistry,27,Fail
748,Student_187,English,74,Pass
749,Student_188,Maths,45,Pass
750,Student_188,Physics,56,Pass
751,Student_188,Chemistry,83,Pass
752,Student_188,English,100,Pass
753,Student_189,Maths,56,Pass
754,Student_189,Physics,62,Pass
755,Student_189,Chemistry,68,Pass
756,Student_189,English,54,Pass
757,Student_190,Maths,51,Pass
758,Student_190,Physics,45,Pass
759,Student_190,Chemistry,44,Pass
760,Student_190,English,68,Pass
761,Student_191,Maths,59,Pass
762,Student_191,Physics,38,Pass
763,Student_191,Chemistry,28,Fail
764,Student_191,English,81,Pass
765,Student_192,Maths,26,Fail
766,Student_192,Physics,48,Pass
767,Student_192,Chemistry,32,Fail
768,Student_192,English,62,Pass
769,Student_193,Maths,35,Pass
770,Student_193,Physics,76,Pass
771,Student_193,Chemistry,96,Pass
772,Student_193,English,34,Fail
773,Student_194,Maths,67,Pass
774,Student_194,Physics,24,Fail
775,Student_194,Chemistry,73,Pass
776,Student_194,English,95,Pass
777,Student_195,Maths,59,Pass
778,Student_195,Physics,61,Pass
779,Student_195,Chemistry,37,Pass
780,Student_195,English,61,Pass
781,Student_196,Maths,44,Pass
782,Student_196,Physics,71,Pass
783,Student_196,Chemistry,83,Pass
784,Student_196,English,67,Pass
785,Student_197,Maths,30,Fail
786,Student_197,Physics,73,Pass
787,Student_197,Chemistry,36,Pass
788,Student_197,English,95,Pass
789,Student_198,Maths,53,Pass
790,Student_198,Physics,60,Pass
791,Student_198,Chemistry,58,Pass
792,Student_198,English,48,Pass
793,Student_199,Maths,63,Pass
794,Student_199,Physics,41,Pass
795,Student_199,Chemistry,97,Pass
796,Student_199,English,42,Pass
797,Student_200,Maths,24,Fail
798,Student_200,Physics,56,Pass
799,Student_200,Chemistry,46,Pass
800,Student_200,English,37,Pass
801,Student_201,Maths,32,Fail
802,Student_201,Physics,94,Pass
803,Student_201,Chemistry,36,Pass
804,Student_201,English,94,Pass
805,Student_202,Maths,34,Fail
806,Student_202,Physics,87,Pass
807,Student_202,Chemistry,63,Pass
808,Student_202,English,98,Pass
809,Student_203,Maths,39,Pass
810,Student_203,Physics,36,Pass
811,Student_203,Chemistry,42,Pass
812,Student_203,English,36,Pass
813,Student_204,Maths,79,Pass
814,Student_204,Physics,65,Pass
815,Student_204,Chemistry,38,Pass
816,Student_204,English,91,Pass
817,Student_205,Maths,92,Pass
818,Student_205,Physics,81,Pass
819,Student_205,Chemistry,88,Pass
820,Student_205,English,71,Pass
821,Student_206,Maths,68,Pass
